Season,Team,Conference,Points_for,Points_against
2022,Monmouth,CAA,28,38
2022,Morehead State,Pioneer,26,28
2022,Elon,CAA,10,17
2022,Maryville College (TN),USA South,45,7
2022,Bridgewater (VA),Old Dominion,7,44
2022,Delaware Valley,Mid Atlantic,34,10
2022,Rowan,New Jersey,14,9
2022,St John Fisher University,Empire 8,21,7
2022,St. Lawrence,Liberty League,0,40
2022,Averett,Old Dominion,26,37
2022,Ohio Wesleyan,North Coast,24,41
2022,Waynesburg,Presidents',34,17
2022,Guilford College,Old Dominion,35,38
2022,Wagner,NEC,17,54
2022,Finlandia University,Upper Midwest,0,34
2022,Beloit,Midwest,0,64
2022,Robert Morris,Big South,10,41
2022,Trine University,Michigan,39,37
2022,Geneva,Presidents',25,41
2022,Defiance College,Heartland,19,48
2022,Catholic,NEWMAC,24,17
2022,Hamilton,NESCAC,15,13
2022,Rose-Hulman,Heartland,48,20
2022,Mount St. Joseph,Heartland,59,3
2022,Wilmington (OH),Ohio,0,34
2022,Hanover College,Heartland,51,20
2022,The Citadel,Southern,16,31
2022,Virginia University Of Lynchburg,,0,36
2022,Muskingum University,Ohio,21,35
2022,John Carroll University,Ohio,24,7
2022,University of Mount Union,Ohio,49,14
2022,Fayetteville State,CIAA,44,7
2022,VMI,Southern,13,41
2022,New Hampshire,CAA,14,0
2022,Shaw,CIAA,10,17
2022,Alderson-Broaddus,Mountain East,12,31
2022,Morehouse College,SIAC,28,56
2022,Dubuque,American Rivers,15,14
2022,Arkansas-Monticello,Great American,7,41
2022,Central College,American Rivers,52,27
2022,Concordia-Wisconsin,NACC,28,21
2022,North Park,CCIW,0,0
2022,Loras College,American Rivers,63,21
2022,Wisconsin-River Falls,Wisconsin,14,21
2022,Emporia State University,Mid America,44,21
2022,Wheaton,CCIW,59,24
2022,Mary Hardin-Baylor,American Southwest,45,16
2022,Delaware State,MEAC,28,7
2022,Benedict College,SIAC,24,20
2022,Savannah St,SIAC,12,21
2022,Florida A&M,SWAC,20,16
2022,Millikin,CCIW,0,65
2022,Western Colorado,Rocky Mountain,28,27
2022,Gustavus Adolphus,Minnesota,44,7
2022,Grinnell,Midwest,7,28
2022,Wisconsin-Stout,Wisconsin,55,0
2022,Missouri S&T,Great Lakes,41,14
2022,Indianapolis,Great Lakes,14,38
2022,East Texas Baptist University,American Southwest,7,27
2022,Sewanee,Southern Athletic,21,48
2022,Saint John's (MN),Minnesota,49,10
2022,Washington and Lee,Old Dominion,17,7
2022,McMurry,American Southwest,24,21
2022,Brevard College,USA South,14,38
2022,Franklin Pierce,Northeast 10,20,37
2022,Adams State,Rocky Mountain,27,29
2022,Concordia Moorhead,Minnesota,7,45
2022,California,Pac-12,13,20
2022,UConn,FBS Independents,21,25
2022,Allen,SIAC,22,41
2022,Western Carolina,Southern,40,47
2022,Indiana State,MVFC,42,48
2022,Angelo State,Lone Star,52,13
2022,Winona State,Northern Sun,43,7
2022,Wayne State (NE),Northern Sun,27,31
2022,Ripon,Midwest,16,14
2022,Upper Iowa University,Northern Sun,20,43
2022,Colorado School Of Mines,Rocky Mountain,48,20
2022,Lawrence University,Midwest,0,57
2022,Westminster College (MO),Upper Midwest,0,52
2022,Butler,Pioneer,26,25
2022,Augsburg,Minnesota,42,21
2022,St. Scholastica,Minnesota,20,56
2022,Drake,Pioneer,14,26
2022,West Chester,Pennsylvania State Athletic,24,21
2022,Mass Maritime,MSCAC,25,17
2022,Washburn,Mid America,30,32
2022,Missouri Southern State,Mid America,17,20
2022,Nebraska Wesleyan,American Rivers,0,65
2022,Emory & Henry College,South Atlantic,14,49
2022,Montana State,Big Sky,37,14
2022,Southwestern University,American Southwest,17,48
2022,Framingham State,MSCAC,15,21
2022,Northern State,Northern Sun,38,10
2022,Henderson State,Great American,15,14
2022,Fort Hays State,Mid America,23,35
2022,Cornell College (IA),Midwest,7,45
2022,Cal Poly,Big Sky,31,40
2022,Sioux Falls,Northern Sun,41,27
2022,Southern Arkansas,Great American,49,33
2022,Lindenwood,OVC,37,34
2022,Southeastern Oklahoma State,Great American,44,7
2022,Mississippi College,Gulf South,49,40
2022,South Dakota,MVFC,10,12
2022,Pittsburg St,Mid America,49,10
2022,Western Illinois,MVFC,7,30
2022,Idaho,Big Sky,30,23
2022,Mississippi Valley State,SWAC,9,24
2022,Hiram College,North Coast,38,41
2022,Vanderbilt,SEC,0,55
2022,Gardner-Webb,Big South,20,21
2022,Hampton,CAA,38,37
2022,Alabama,SEC,49,52
2022,Texas State,Sun Belt,14,17
2022,Arkansas,SEC,52,35
2022,Western Kentucky,Conference USA,35,17
2022,South Dakota State,MVFC,23,21
2022,Villanova,CAA,10,20
2022,Charlotte,Conference USA,20,34
2022,Kent State,Mid-American,31,52
2022,Northern Illinois,Mid-American,39,10
2022,NC State,ACC,9,24
2022,Oklahoma State,Big 12,40,43
2022,Maryland,Big Ten,38,33
2022,Concordia University Chicago,NACC,23,43
2022,Ohio,Mid-American,33,14
2022,Incarnate Word,Southland,49,14
2022,Jackson State,SWAC,48,8
2022,Louisiana Tech,Conference USA,27,47
2022,Charleston Southern,Big South,24,23
2022,Washington University (St. Louis),CCIW,49,28
2022,Harvard,Ivy,41,25
2022,Tulane,American Athletic,45,31
2022,Lenoir-Rhyne,South Atlantic,34,0
2022,California Lutheran University,So. Cal.,3,41
2022,Quincy,Great Lakes,63,62
2022,James Madison,Sun Belt,38,45
2022,New Mexico Highlands,Rocky Mountain,11,35
2022,East Tennessee State,Southern,33,55
2022,Murray State,OVC,17,52
2022,Westfield State,MSCAC,7,34
2022,Linfield College,Northwest,42,21
2022,Whitworth,Northwest,7,28
2022,Oberlin,North Coast,7,62
2022,Wisconsin,Big Ten,28,34
2022,West Texas A&M,Lone Star,13,27
2022,Southern Utah,Western Athletic,18,21
2022,Puget Sound,Northwest,7,51
2022,Brockport,Empire 8,21,35
2022,Kalamazoo,Michigan,17,42
2022,Utah Tech,Western Athletic,14,41
2022,Presbyterian,Pioneer,3,28
2022,Millsaps,Southern Athletic,0,28
2022,Missouri Western,Mid America,23,16
2022,Lane College,SIAC,35,32
2022,Findlay,Great Midwest Athletic,44,7
2022,Weber State,Big Sky,42,7
2022,Willamette,Northwest,17,39
2022,Bowdoin,NESCAC,14,21
2022,Arizona,Pac-12,39,49
2022,PennWest California,Pennsylvania State Athletic,21,14
2022,Rice,Conference USA,14,17
2022,Clarion,Pennsylvania State Athletic,23,21
2022,Tufts,NESCAC,22,26
2022,ERSKINE,South Atlantic,0,37
2022,Newberry,South Atlantic,34,27
2022,Stony Brook,CAA,14,45
2022,Sam Houston,Western Athletic,25,17
2022,Central State (OH),SIAC,34,49
2022,Southern Nazarene,Great American,45,38
2022,Carroll University (WI),Midwest,31,28
2022,Jacksonville State,Atlantic Sun,47,31
2022,East Central (OK),Great American,34,20
2022,West Alabama,Gulf South,7,20
2022,UL Monroe,Sun Belt,34,41
2022,Utah State,Mountain West,17,13
2022,Tennessee State,OVC,30,14
2022,LSU,SEC,45,35
2022,Sacramento State,Big Sky,52,28
2022,Rockford,NACC,35,52
2022,Northern Arizona,Big Sky,27,56
2022,Aurora,NACC,72,13
2022,Tarleton State,Western Athletic,24,41
2022,Arkansas State,Sun Belt,19,20
2022,Grove City College,Presidents',44,17
2022,Ohio Dominican,Great Midwest Athletic,7,14
2022,Southwest Baptist,Great Lakes,20,25
2022,Alcorn State,SWAC,17,21
2022,Northwestern State,Southland,37,10
2022,Memphis,American Athletic,45,47
2022,Clemson,ACC,34,28
2022,Stanford,Pac-12,16,14
2022,Mississippi State,SEC,17,27
2022,Nebraska,Big Ten,37,43
2022,Simon Fraser,Lone Star,14,42
2022,New Mexico,Mountain West,9,21
2022,Whittier,So. Cal.,20,43
2022,East Texas A&M,Southland,40,15
2022,Fort Lewis,Rocky Mountain,10,70
2022,USC,Pac-12,42,43
2022,UT Permian Basin,Lone Star,10,13
2022,North Carolina,ACC,38,35
2022,Midwestern State,Lone Star,10,17
2022,Washington State,Pac-12,10,24
2022,Redlands,So. Cal.,28,38
2022,Air Force,Mountain West,42,7
2022,San José State,Mountain West,10,17
2022,Nevada,Mountain West,16,31
2022,Alabama A&M,SWAC,34,31
2022,Georgia State,Sun Belt,17,42
2022,Fairmont State,Mountain East,14,16
2022,Delta State,Gulf South,45,10
2022,Virginia,ACC,16,9
2022,Troy,Sun Belt,10,6
2022,Princeton,Ivy,37,10
2022,Long Island University,NEC,26,37
2022,Tulsa,American Athletic,27,16
2022,UAB,Conference USA,17,20
2022,Syracuse,ACC,21,27
2022,Cincinnati,American Athletic,29,27
2022,Akron,Mid-American,27,33
2022,Lincoln (CA),,14,58
2022,Georgetown,Patriot,24,34
2022,North Carolina A&T,Big South,38,14
2022,Bucknell,Patriot,19,17
2022,Shepherd,Pennsylvania State Athletic,47,14
2022,Duquesne,NEC,30,6
2022,Lebanon Valley,Mid Atlantic,24,34
2022,Mercyhurst,Pennsylvania State Athletic,14,49
2022,Dean College,ECFC,36,35
2022,Alfred University,Empire 8,0,36
2022,Houston,American Athletic,38,20
2022,Colby College,NESCAC,18,12
2022,Castleton,ECFC,35,20
2022,UT Martin,OVC,24,65
2022,Kansas,Big 12,23,35
2022,UL Monroe,Sun Belt,24,48
2022,Edinboro University,Pennsylvania State Athletic,47,17
2022,Iowa,Big Ten,10,54
2022,FDU-Florham,Mid Atlantic,7,20
2022,UNC Pembroke,Mountain East,21,70
2022,Nichols College,Commonwealth Coast,21,42
2022,UMass Dartmouth,MSCAC,49,0
2022,MIT,NEWMAC,11,21
2022,Muhlenberg,Centennial,57,12
2022,Western Connecticut St,MSCAC,24,3
2022,Fort Valley State,SIAC,41,21
2022,Glenville State,Mountain East,16,38
2022,Assumption,Northeast 10,24,7
2022,University of Rochester (NY),Liberty League,7,27
2022,Virginia Union,CIAA,45,20
2022,Indiana,Big Ten,17,24
2022,Denison University,North Coast,28,10
2022,Plymouth State,MSCAC,49,21
2022,Duke,ACC,45,21
2022,Cornell,Ivy,24,21
2022,Sacred Heart,NEC,25,31
2022,Bowling Green,Mid-American,34,18
2022,Toledo,Mid-American,27,34
2022,Yale,Ivy,13,20
2022,St. Norbert,NACC,6,28
2022,Reading,Mid Atlantic,10,42
2022,Kentucky Wesleyan,Great Midwest Athletic,7,49
2022,Moravian,Centennial,17,44
2022,Randolph-Macon,Old Dominion,35,21
2022,Southwest Minnesota State,Northern Sun,14,20
2022,Concord University,Mountain East,38,56
2022,Amherst,NESCAC,20,17
2022,Stonehill,NEC,13,17
2022,Delaware State,MEAC,17,35
2022,Marist,Pioneer,10,31
2022,Illinois State,MVFC,27,21
2022,Middlebury,NESCAC,40,28
2022,Albright,Mid Atlantic,28,34
2022,Salisbury,New Jersey,70,17
2022,Hampden-Sydney,Old Dominion,44,43
2022,Westminster (PA),Presidents',24,17
2022,Saint Vincent,Presidents',52,35
2022,William Paterson,New Jersey,7,31
2022,Depauw,North Coast,22,21
2022,Kenyon,North Coast,31,34
2022,Endicott College,Commonwealth Coast,43,0
2022,Albion,Michigan,20,19
2022,Virginia St,CIAA,34,12
2022,Fayetteville State,CIAA,21,13
2022,Livingstone,CIAA,14,28
2022,Chowan,CIAA,21,15
2022,Carson-Newman College,South Atlantic,13,44
2022,Minot State,Northern Sun,20,33
2022,Pace,Northeast 10,50,7
2022,Tiffin,Great Midwest Athletic,20,28
2022,Michigan Tech,GLIAC,20,28
2022,Bluefield State,Independent DII,14,50
2022,Edward Waters,SIAC,45,13
2022,Winston-Salem,CIAA,41,14
2022,West Virginia Wesleyan,Mountain East,31,30
2022,Wheeling,Mountain East,42,21
2022,Rhode Island,CAA,48,46
2022,St. Thomas (MN),Pioneer,46,17
2022,Wabash College,North Coast,66,20
2022,Merchant Marine Academy,NEWMAC,33,41
2022,Cortland,Empire 8,48,21
2022,Ferrum,Old Dominion,31,17
2022,Gettysburg,Centennial,7,60
2022,Curry College,Commonwealth Coast,8,31
2022,Southern Virginia,USA South,6,42
2022,Chicago,Midwest,16,19
2022,SUNY Maritime,ECFC,26,24
2022,Hobart College,Liberty League,31,10
2022,Huntingdon College (AL),USA South,38,35
2022,Dickinson (PA),Centennial,17,28
2022,Wesleyan University (CT),NESCAC,26,28
2022,Wilkes,Mid Atlantic,14,27
2022,Hilbert College,North Coast,7,49
2022,Susquehanna,Centennial,58,0
2022,North Carolina Wesleyan,USA South,7,61
2022,Crown College,Upper Midwest,40,14
2022,Northwestern (MN),Upper Midwest,36,0
2022,Ithaca College,Liberty League,51,10
2022,Elon,CAA,22,40
2022,Stetson,Pioneer,20,23
2022,Wilmington (OH),Ohio,3,63
2022,Emory & Henry College,South Atlantic,9,35
2022,Furman,Southern,41,3
2022,Capital,Ohio,10,42
2022,Mercer,Southern,21,41
2022,Muskingum University,Ohio,23,7
2022,Anderson (IN),Heartland,22,32
2022,Bluffton,Heartland,46,44
2022,Brockport,Empire 8,35,14
2022,Dartmouth,Ivy,27,24
2022,Franklin,Heartland,0,49
2022,Mount St. Joseph,Heartland,44,29
2022,North Carolina Central,MEAC,24,26
2022,Coe College,American Rivers,27,17
2022,Central Oklahoma,Mid America,9,37
2022,Bentley,Northeast 10,24,3
2022,Seton Hill,Pennsylvania State Athletic,7,44
2022,Valparaiso,Pioneer,40,35
2022,Southeast Missouri State,OVC,51,16
2022,Northern Illinois,Mid-American,17,24
2022,Black Hills State,Rocky Mountain,0,38
2022,Wisconsin-Eau Claire,Wisconsin,6,63
2022,Minnesota State Mankato,Northern Sun,35,14
2022,East Stroudsburg University,Pennsylvania State Athletic,27,21
2022,Western Colorado,Rocky Mountain,30,13
2022,South Dakota Mines,Rocky Mountain,65,20
2022,Alma,Michigan,45,21
2022,Shippensburg,Pennsylvania State Athletic,14,17
2022,Bridgewater State,MSCAC,42,7
2022,Carthage,CCIW,0,55
2022,Newberry,South Atlantic,38,24
2022,Marietta,Ohio,21,29
2022,Gustavus Adolphus,Minnesota,27,41
2022,Austin,American Southwest,13,10
2022,Wisconsin-Whitewater,Wisconsin,13,17
2022,North Central College,CCIW,31,0
2022,Hardin-Simmons,American Southwest,68,0
2022,Kean,New Jersey,10,17
2022,McKendree,Great Lakes,42,35
2022,Davidson,Pioneer,48,14
2022,Minnesota Duluth,Northern Sun,16,41
2022,Central Missouri,Mid America,14,27
2022,Carroll University (WI),Midwest,9,61
2022,Eastern Michigan,Mid-American,20,16
2022,Findlay,Great Midwest Athletic,41,20
2022,Northwood (MI),Great Midwest Athletic,18,14
2022,Benedict College,SIAC,35,0
2022,Centre College Kentucky,Southern Athletic,45,42
2022,Simpson College (IA),American Rivers,17,49
2022,Benedictine University,NACC,70,27
2022,Carleton,Minnesota,13,20
2022,Grinnell,Midwest,0,49
2022,Wisconsin-Stevens Pt,Wisconsin,13,55
2022,Martin Luther,Upper Midwest,0,47
2022,St. Olaf,Minnesota,33,28
2022,Lakeland,NACC,20,30
2022,Illinois College,Midwest,20,10
2022,Augsburg,Minnesota,42,21
2022,Lawrence University,Midwest,0,56
2022,Bethel (MN),Minnesota,63,13
2022,Texas Lutheran,American Southwest,17,10
2022,Augustana (IL),CCIW,56,34
2022,Elmhurst,CCIW,0,13
2022,Sul Ross State,American Southwest,14,45
2022,Otterbein,Ohio,14,35
2022,Berry College,Southern Athletic,14,21
2022,Averett,Old Dominion,16,23
2022,Olivet College,Michigan,0,23
2022,Bethany (WV),Presidents',7,45
2022,Richmond,CAA,41,10
2022,The Citadel,Southern,34,21
2022,SE Louisiana,Southland,31,14
2022,Murray State,OVC,18,33
2022,Williams,NESCAC,13,32
2022,Wisconsin-Stout,Wisconsin,14,19
2022,UNLV,Mountain West,21,44
2022,North Alabama,Atlantic Sun,53,56
2022,Rice,Conference USA,42,41
2022,Weber State,Big Sky,38,43
2022,Monmouth (IL),Midwest,56,12
2022,Faulkner University,,0,70
2022,Lagrange College,USA South,10,24
2022,Houston Christian,Southland,3,31
2022,Campbell,Big South,14,22
2022,Minnesota State Moorhead,Northern Sun,40,38
2022,Northern Arizona,Big Sky,24,10
2022,West Virginia,Big 12,10,48
2022,Southwestern Oklahoma State,Great American,28,42
2022,Eastern Illinois,OVC,17,37
2022,UC Davis,Big Sky,58,10
2022,Stephen F. Austin,Western Athletic,41,38
2022,Arkansas Tech,Great American,19,35
2022,Northeastern State,Mid America,3,36
2022,Sioux Falls,Northern Sun,17,20
2022,Northern Michigan,GLIAC,3,56
2022,Tuskegee,SIAC,35,31
2022,Texas Southern,SWAC,34,27
2022,Portland State,Big Sky,21,56
2022,Southern Illinois,MVFC,24,27
2022,Morgan State,MEAC,7,38
2022,Lock Haven University,Pennsylvania State Athletic,7,35
2022,Emporia State University,Mid America,24,21
2022,Harding University,Great American,56,43
2022,Ouachita Baptist,Great American,63,31
2022,Oklahoma Baptist,Great American,14,62
2022,Tennessee Tech,OVC,30,33
2022,Nebraska-Kearney,Mid America,66,17
2022,Missouri Western,Mid America,16,28
2022,Kentucky State,SIAC,35,7
2022,Luther,American Rivers,7,68
2022,Maine,CAA,27,28
2022,Holy Cross,Patriot,24,21
2022,Western Michigan,Mid-American,16,10
2022,Marshall,Sun Belt,26,12
2022,Texas,Big 12,34,41
2022,UAlbany,CAA,29,31
2022,North Texas,Conference USA,27,31
2022,Ole Miss,SEC,20,45
2022,UCLA,Pac-12,30,45
2022,Northwestern,Big Ten,24,31
2022,Worcester Polytechnic Institute,NEWMAC,7,45
2022,Slippery Rock,Pennsylvania State Athletic,42,24
2022,Samford,Southern,55,45
2022,Memphis,American Athletic,28,38
2022,Boston College,ACC,15,43
2022,Georgia Southern,Sun Belt,28,23
2022,Purdue,Big Ten,24,35
2022,Florida International,Conference USA,34,15
2022,BYU,FBS Independents,14,41
2022,Arizona State,Pac-12,14,15
2022,Hawai'i,Mountain West,13,17
2022,Youngstown State,MVFC,28,27
2022,Florida Atlantic,Conference USA,21,24
2022,Whitworth,Northwest,42,14
2022,Rhodes College,Southern Athletic,31,7
2022,Lewis & Clark College,Northwest,47,41
2022,NEWBERG,Northwest,21,7
2022,McNeese,Southland,35,40
2022,UVA Wise,South Atlantic,28,13
2022,Vanderbilt,SEC,14,17
2022,Chapman,So. Cal.,50,7
2022,South Dakota State,MVFC,49,35
2022,Bethune-Cookman,SWAC,45,35
2022,William & Mary,CAA,44,24
2022,Northwestern Oklahoma State,Great American,21,27
2022,Truman State,Great Lakes,42,7
2022,Chadron St,Rocky Mountain,12,34
2022,Eastern New Mexico,Lone Star,7,46
2022,Buena Vista,American Rivers,42,25
2022,Pacific Lutheran,Northwest,0,45
2022,Missouri State,MVFC,20,41
2022,Southern Miss,Sun Belt,20,14
2022,Arkansas State,Sun Belt,18,38
2022,Mississippi College,Gulf South,17,45
2022,Virginia University Of Lynchburg,,7,51
2022,North Greenville,Gulf South,34,33
2022,Albany State GA,SIAC,31,20
2022,Prairie View A&M,SWAC,54,21
2022,Wilson,South Atlantic,3,28
2022,St. Anselm,Northeast 10,24,20
2022,Quincy,Great Lakes,38,52
2022,Valdosta State,Gulf South,17,54
2022,Saginaw Valley State,GLIAC,21,14
2022,Gardner-Webb,Big South,28,14
2022,Limestone,South Atlantic,48,23
2022,Fresno State,Mountain West,41,9
2022,Texas A&M-Kingsville,Lone Star,7,34
2022,Concordia University St Paul,Northern Sun,20,49
2022,Waynesburg,Presidents',34,8
2022,Boise State,Mountain West,19,14
2022,Mississippi State,SEC,6,30
2022,Wisconsin-Lutheran,NACC,51,35
2022,Birmingham-Southern,Southern Athletic,47,3
2022,Geneva,Presidents',0,41
2022,Midwestern State,Lone Star,24,23
2022,Minnesota,Big Ten,17,45
2022,Texas A&M,SEC,24,30
2022,UCF,American Athletic,13,34
2022,Central Washington,Lone Star,16,35
2022,Pittsburgh,ACC,10,24
2022,Kansas State,Big 12,28,38
2022,Southwest Baptist,Great Lakes,10,24
2022,Eastern Washington,Big Sky,17,10
2022,Colorado,Pac-12,9,42
2022,Western New Mexico,Lone Star,38,21
2022,Colorado Mesa,Rocky Mountain,31,45
2022,Sam Houston,Western Athletic,18,13
2022,Utah State,Mountain West,14,28
2022,Pomona Pitzer,So. Cal.,28,24
2022,La Verne,So. Cal.,19,36
2022,Washington,Pac-12,28,21
2022,San Diego State,Mountain West,23,7
2022,Montana,Big Sky,24,31
2022,Edward Waters,SIAC,22,16
2022,East Central (OK),Great American,18,28
2022,Louisiana,Sun Belt,24,39
2022,Virginia Tech,ACC,21,22
2022,Utah,Pac-12,21,17
2022,Yale,Ivy,41,16
2022,East Carolina,American Athletic,27,24
2022,Louisiana Tech,Conference USA,34,42
2022,Cornell College (IA),Midwest,14,28
2022,Lock Haven University,Pennsylvania State Athletic,10,58
2022,Kutztown University,Pennsylvania State Athletic,20,13
2022,Indiana-Pennsylvania,Pennsylvania State Athletic,36,43
2022,Slippery Rock,Pennsylvania State Athletic,31,0
2022,PennWest California,Pennsylvania State Athletic,44,20
2022,St. Anselm,Northeast 10,14,17
2022,Georgia Tech,ACC,16,41
2022,Long Island University,NEC,50,48
2022,TCU,Big 12,41,31
2022,Wheeling,Mountain East,31,62
2022,Mars Hill,South Atlantic,20,16
2022,Stevenson,Mid Atlantic,44,7
2022,Arkansas,SEC,41,27
2022,Alfred State,ECFC,13,37
2022,Seton Hill,Pennsylvania State Athletic,45,14
2022,Southern Connecticut State,Northeast 10,23,22
2022,Morehead State,Pioneer,20,56
2022,Toledo,Mid-American,27,24
2022,Miami (OH),Mid-American,27,9
2022,Bloomsburg,Pennsylvania State Athletic,10,55
2022,Lake Erie,Great Midwest Athletic,17,42
